Year;Id;Waste_Type;Waste treatment plants;Input to waste treatment plants;Wastes generated in the own local unit;Waste delivered from the domestic territory;Waste delivered from abroad
2017;EAV-100804-U;Non-ferrous: Particulates and dust;11;1.4;0.6;0.8;0.0
2017;EAV-100809-U;Non-ferrous: Other slags;10;24.8;0.0;24.8;0.0
2017;EAV-100810-G;Non-ferrous: Dross, skimmings that are flammable;3;0.8;;0.8;0.0
2017;EAV-100811-U;Dross and skimmings (exept 100810);5;4.4;;2.8;1.6
2017;EAV-100815-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;19;5.3;0.0;5.1;0.2
2017;EAV-100816-U;Flue-gas dust (except 100815);9;5.0;4.9;0.1;
2017;EAV-100903-U;Ferrous: Furnace slag;85;282.0;12.5;269.3;0.2
2017;EAV-100905-G;Ferrous: Casting cores,moulds, not undergone pour.;3;0.1;0.0;0.1;
2017;EAV-100906-U;Casting cores,moulds,not underg.pour. (ex.100905);46;128.2;8.9;119.3;
2017;EAV-100907-G;Ferrous: Casting cores, moulds, undergone pouring;9;0.9;;0.9;
2017;EAV-100908-U;Casting cores,moulds,undergone pouring (ex.100907);183;1713.1;245.9;1460.8;6.5
2017;EAV-100909-G;Ferrous: Flue-gas dust cont. hazardous substances;29;12.0;;12.0;
2017;EAV-100910-U;Flue-gas dust (except 100909);45;55.4;5.7;49.6;0.1
2017;EAV-100911-G;Ferrous: Other particulates cont. hazardous subst.;3;0.5;;0.5;
2017;EAV-100912-U;Other particulates (except 100911);3;2.0;;1.1;0.9
2017;EAV-100999-U;Casting of ferrous pieces: Wastes n.o.s.;5;1.7;0.5;0.6;0.7
2017;EAV-101003-U;Non-ferrous: Furnace slag;9;25.1;;20.2;4.9
2017;EAV-101006-U;Casting cores,moulds,not underg.pour. (ex.101005);20;12.1;;12.1;
2017;EAV-101007-G;Non-ferrous: Casting cores,moulds,undergone pour.;9;4.6;;3.9;0.7
2017;EAV-101008-U;Casting cores,moulds,undergone pouring (ex.101007);94;239.3;3.5;235.5;0.4
2017;EAV-101009-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;11;4.7;;4.4;0.4
2017;EAV-101010-U;Flue-gas dust (except 101009);13;2.0;0.1;1.9;0.0
2017;EAV-101011-G;Non-ferrous: Other particulates cont. haza. subst.;4;2.5;;0.0;2.5
2017;EAV-101012-U;Other particulates (except 101011);3;0.0;;0.0;0.0
2017;EAV-101099-U;Casting of non-ferrous pieces: Wastes n.o.s.;5;2.3;;2.1;0.2
2017;EAV-101103-U;Waste glass-based fibrous materials;37;54.7;27.5;27.2;
2017;EAV-101105-U;Manufacture of glass: Particulates and dust;10;3.4;2.3;1.1;
2017;EAV-101109-G;Waste preparation mixture before thermal process.;8;0.5;0.0;0.5;
2017;EAV-101110-U;Waste prep.mixture bef.thermal process.(ex.101109);11;3.9;;3.9;
2017;EAV-101111-G;Waste glass in small particles cont. heavy metals;9;8.5;;8.5;
2017;EAV-101112-U;Waste glass (except 101111);56;292.7;96.3;178.1;18.3
2017;EAV-101113-G;Glass-polishing, -grinding sludge;13;0.8;0.0;0.8;
2017;EAV-101114-U;Glass-polishing, -grinding sludge (except 101113);44;4.2;0.0;4.1;0.1
2017;EAV-101115-G;Manuf. of glass: Solid wastes from flue-gas treat.;14;2.7;0.0;2.4;0.3
2017;EAV-101116-U;Solid wastes from flue-gas treatment (ex. 101115);9;3.5;;3.5;
2017;EAV-101119-G;Manuf. of glass: Sol.wastes fr.on-site effl.treat.;7;1.1;;1.1;
2017;EAV-101120-U;Solid wastes from on-site effl. treatm.(ex.101119);8;1.1;0.1;1.0;
2017;EAV-101201-U;Ceramic goods: Waste prep.mixture bef.thermal pro.;24;26.0;11.9;14.1;
2017;EAV-101203-U;Ceramic goods: Particulates and dust;30;25.5;;23.0;2.5
2017;EAV-101206-U;Ceramic goods: Discarded moulds;16;13.9;0.2;11.2;2.5
2017;EAV-101208-U;Waste ceramics, bricks, tiles, constr. Products;40;36.4;6.9;28.9;0.6
2017;EAV-101209-G;Ceramic goods: Solid wastes from gas treatment;8;5.2;;5.2;
2017;EAV-101210-U;Solid wastes from gas treatment (except 101209);25;5.8;;5.8;
2017;EAV-101211-G;Ceramic goods: Wastes from glazing cont.heavy met.;3;0.0;;0.0;
2017;EAV-101212-U;Wastes from glazing (except 101211);3;0.2;;0.2;
2017;EAV-101213-U;Ceramic goods: Sludge from on-site effl. treatment;17;22.8;12.8;9.9;
2017;EAV-101299-U;Ceramic goods, bricks, tiles: Wastes n.o.s.;6;1.4;;1.4;
2017;EAV-101301-U;Cement etc: Waste prep. mixture bef. thermal proc.;3;9.3;5.0;4.4;
2017;EAV-101304-U;Wastes from calcination and hydration of lime;17;63.3;58.2;5.1;
2017;EAV-101306-U;Cement etc: Particulates, dust (ex. 101312,101313);39;32.3;1.4;30.9;
2017;EAV-101311-U;Wastes fr.cement-based comp.mat.(ex.101309,101310);28;20.0;3.8;16.2;
2017;EAV-101312-G;Cement etc: Solid wastes from gas treatment;10;3.7;;3.7;
2017;EAV-101313-U;Solid wastes from gas treatment (except 101312);6;24.6;14.7;10.0;
2017;EAV-101314-U;Waste concrete and concrete sludge;53;25.3;3.4;21.9;
2017;EAV-101399-U;Cement, lime and plaster: Wastes n.o.s.;5;2.1;0.2;1.9;
2017;EAV-101401-G;Crematoria: Waste from gas cleaning cont. mercury;13;0.5;;0.4;0.1
2017;EAV-110105-G;Surface treatment: Pickling acids;82;185.0;8.9;137.3;38.8
2017;EAV-110106-G;Surface treatment: Acids n.o.s.;46;12.0;6.2;5.8;0.1
2017;EAV-110107-G;Surface treatment: Pickling bases;69;100.7;6.3;82.2;12.3
2017;EAV-110108-G;Surface treatment: Phosphatising sludges;55;12.0;2.6;9.3;0.1
2017;EAV-110109-G;Surface treatment: Sludges, filter cakes;120;418.7;315.8;87.8;15.0
2017;EAV-110110-U;Sludges and filter cakes (except 110109);81;113.7;73.2;38.5;2.0
2017;EAV-110111-G;Surface treatment: Aqueous rinsing liquids;106;418.9;333.6;81.5;3.8
2017;EAV-110112-U;Aqueous rinsing liquids (except 110111);52;136.5;102.3;34.2;
2017;EAV-110113-G;Surface treatment: Degreasing wastes;41;14.4;0.0;14.3;0.0
2017;EAV-110114-U;Degreasing wastes (except 110113);13;0.6;0.1;0.5;
2017;EAV-110115-G;Surface treatment: Eluate,sludges fr.membrane sys.;5;4.7;4.1;0.6;
2017;EAV-110116-G;Surface treatment: Saturated,spent ion exch.resins;11;0.1;0.0;0.1;0.0
2017;EAV-110198-G;Surface treatment: Other wastes cont. haza. subst.;50;19.4;0.2;17.5;1.7
2017;EAV-110199-U;Surface treatment: Wastes n.o.s.;12;0.9;0.5;0.2;0.3
2017;EAV-110202-G;Sludges from zinchydrometallurgy;9;150.9;146.3;2.2;2.5
2017;EAV-110203-U;Wastes from the production of anodes;3;0.1;;0.0;0.1
2017;EAV-110206-U;Wastes from copper hydromet. Processes (ex.110205);4;1.1;;0.3;0.9
2017;EAV-110207-G;Non-ferrous hydromet. processes: Other wastes;5;16.2;;16.0;0.2
2017;EAV-110299-U;Non-ferrous hydromet. processes: Wastes n.o.s.;7;19.7;;19.6;0.1
2017;EAV-110301-G;Sludges,solids fr.temp.proc.: Wastes cont. cyanide;8;0.8;;0.4;0.3
2017;EAV-110302-G;Sludges,solids from tempering proc.: Other wastes;14;1.5;0.0;1.2;0.3
2017;EAV-110501-U;Hot galvanising processes: Hard zinc;5;9.1;;5.2;3.9
2017;EAV-110502-U;Hot galvanising processes: Zincash;5;18.5;0.3;8.0;10.3
2017;EAV-110503-G;Hot galvan. proc.: Solid wastes from gas treatment;7;0.4;;0.4;
2017;EAV-110504-G;Hot galvanising processes: Spent flux;4;0.3;0.1;0.3;
2017;EAV-120101-U;Ferrous metal filings and turnings;119;663.8;5.8;635.4;22.6
2017;EAV-120102-U;Ferrous metal dust and particles;178;1014.5;6.5;973.7;34.3
2017;EAV-120103-U;Non-ferrous metal filings and turnings;113;103.9;1.5;85.2;17.2
2017;EAV-120104-U;Non-ferrous metal dust and particles;97;112.7;7.3;92.2;13.3
2017;EAV-120105-U;Plastics shavings and turnings;108;36.1;0.0;32.7;3.4
2017;EAV-120106-G;Mineral-based machining oils containing halogens;13;0.3;0.0;0.2;0.1
2017;EAV-120107-G;Mineral-based machining oils free of halogens;39;63.6;1.1;62.4;0.1
2017;EAV-120108-G;Machining emulsions, solutions containing halogens;16;2.5;0.0;2.5;
2017;EAV-120109-G;Machining emulsions, solutions free of halogens;142;641.8;64.2;574.3;3.2
2017;EAV-120110-G;Synthetic machining oils;14;0.5;;0.5;
2017;EAV-120112-G;Spent waxes and fats;47;6.2;0.3;5.5;0.4
2017;EAV-120113-U;Welding wastes;40;17.6;0.0;17.5;0.0
2017;EAV-120114-G;Machining sludges containing hazardous substances;69;19.6;0.8;18.2;0.6
2017;EAV-120115-U;Machining sludges (except 120114);75;12.3;0.5;11.3;0.5
2017;EAV-120116-G;Waste blasting material cont. hazardous substances;107;24.9;1.2;22.6;1.2
2017;EAV-120117-U;Waste blasting material (except 120116);261;125.2;11.7;111.7;1.7
2017;EAV-120118-G;Metal sludge (grinding,honing,lapping sl.)cont.oil;55;57.3;0.1;56.2;1.0
2017;EAV-120120-G;Spent grinding bodies and grinding materials;40;7.3;0.0;7.3;
2017;EAV-120121-U;Spent grinding bodies, grind. materials(ex.120120);92;11.8;0.2;11.6;0.0
2017;EAV-120199-U;Surface treatment of metals,plastics:Wastes n.o.s.;40;34.6;0.0;30.1;4.5
2017;EAV-120301-G;Aqueous washing liquids;59;39.1;5.3;33.5;0.4
2017;EAV-120302-G;Steam degreasing wastes;7;0.7;;0.7;
2017;EAV-130101-G;Hydraulic oils, containing PCBs;6;0.6;;0.1;0.5
2017;EAV-130105-G;Hydraulic oils: Non-chlorinated emulsions;18;3.3;0.0;3.3;
2017;EAV-130110-G;Mineral based non-chlorinated hydraulic oils;17;1.1;0.0;1.1;
2017;EAV-130111-G;Synthetic hydraulic oils;5;0.0;;0.0;
2017;EAV-130113-G;Other hydraulic oils;4;0.1;;0.1;
2017;EAV-130204-G;Mineral-based chlorinated engine, gear, lubr. oils;29;1.2;0.1;0.9;0.1
2017;EAV-130205-G;Mineral-based non-chlor. engine, gear, lubr. oils;86;415.7;4.1;294.4;117.3
2017;EAV-130206-G;Synthetic engine, gear and lubricating oils;10;0.3;0.0;0.3;
2017;EAV-130208-G;Other engine, gear and lubricating oils;32;56.6;0.0;21.6;35.0
2017;EAV-130301-G;Insulating or heat transmission oils cont. PCBs;21;1.4;0.2;1.0;0.2
2017;EAV-130307-G;Mineral-based non-chlor. insul., heat transm. oils;27;14.6;0.1;10.8;3.7
2017;EAV-130308-G;Synthetic insulating and heat transmission oils;14;0.7;0.1;0.6;
2017;EAV-130310-G;Other insulating and heat transmission oils;7;0.7;0.0;0.1;0.6
2017;EAV-130401-G;Bilge oils from inland navigation;7;6.4;;6.4;
2017;EAV-130403-G;Bilge oils from other navigation;11;121.9;;121.9;
2017;EAV-130501-G;Solids from grit chambers and oil/water separators;79;50.0;19.6;30.4;
2017;EAV-130502-G;Sludges from oil/water separators;126;152.4;16.5;134.7;1.2
2017;EAV-130503-G;Interceptor sludges;98;97.4;3.0;93.1;1.3
2017;EAV-130506-G;Oil from oil/water separators;11;4.3;0.9;3.3;
2017;EAV-130507-G;Oily water from oil/water separators;77;39.2;14.1;25.1;
2017;EAV-130508-G;Mixtures of wastes fr.grit chambers,oil/water sep.;101;167.1;1.8;164.7;0.6
2017;EAV-130701-G;Fuel oil and diesel;39;7.2;0.0;7.2;
2017;EAV-130702-G;Petrol;17;0.8;;0.8;0.0
2017;EAV-130703-G;Other fuels (including mixtures);54;24.4;3.4;18.7;2.3
2017;EAV-130802-G;Oil wastes: Other emulsions;58;39.9;20.1;19.7;0.2
2017;EAV-130899-G;Oil wastes: Wastes n.o.s.;57;27.4;0.0;27.4;
2017;EAV-140601-G;Chlorofluorocarbons, HCFC, HFC;16;2.5;0.0;2.0;0.4
2017;EAV-140602-G;Other halogenated solvents and solvent mixtures;36;8.2;0.1;6.4;1.7
2017;EAV-140603-G;Other solvents and solvent mixtures;79;82.8;4.4;64.4;14.0
2017;EAV-140604-G;Sludges or solid wastes cont. halogenated solvents;11;2.9;2.1;0.6;0.2
2017;EAV-140605-G;Sludges or solid wastes containing other solvents;25;4.6;0.0;4.6;
2017;EAV-150101-U;Paper and cardboard packaging;579;3260.7;8.0;3232.8;19.9
2017;EAV-150102-U;Plastic packaging;642;1175.0;11.6;1044.9;118.5
2017;EAV-150103-U;Wooden packaging;414;704.7;41.9;658.9;4.0
2017;EAV-150104-U;Metallic packaging;144;39.7;0.1;34.8;4.8
2017;EAV-150105-U;Composite packaging;79;48.7;0.0;43.2;5.5
2017;EAV-15010600-U;Mixed packaging undifferentiated;570;2297.5;10.8;2255.6;31.2
2017;EAV-15010601-U;Lightweight packaging (LWP);62;2048.7;28.6;1924.2;95.8
2017;EAV-15010602-U;Mixed recyclables with lightweight packaging;27;290.2;;290.2;
2017;EAV-150107-U;Glass packaging;132;2248.3;0.5;2060.4;187.5
2017;EAV-150109-U;Textile packaging;9;0.5;;0.5;
2017;EAV-150110-G;Packaging cont.residues of or contam.by haza.subs.;127;40.1;2.5;34.3;3.4
2017;EAV-150111-G;Metallic packaging cont. haza. solid porous matrix;10;3.4;0.0;1.2;2.2
2017;EAV-150202-G;Absorbents, filter materials, wiping cloths etc.;158;153.4;6.1;143.2;4.2
2017;EAV-150203-U;Absorbents,filter materials,wip.cloths (ex.150202);193;29.0;1.3;26.7;1.0
2017;EAV-160103-U;End-of-life tyres;230;704.8;0.2;627.3;77.4
2017;EAV-160104-G;End-of-life vehicles;1152;535.1;;531.1;4.0
2017;EAV-160106-U;End-of-life vehicles,cont. no liquids,hazard.comp.;83;494.3;12.6;453.8;27.9
2017;EAV-160107-G;End-of-life vehicles: Oil filters;27;4.8;0.0;4.7;0.1
2017;EAV-160110-G;End-of-life vehicles: Explosive components;5;2.3;;2.2;0.0
2017;EAV-160112-U;Brake pads (except 160111);9;3.8;;3.7;0.1
2017;EAV-160113-G;End-of-life vehicles: Brake fluids;37;8.9;0.0;7.5;1.4
2017;EAV-160114-G;End-of-life vehicles: Antifreeze fluids;42;14.8;0.0;12.6;2.1
2017;EAV-160115-U;Antifreeze fluids (except 160114);10;1.2;;1.2;
2017;EAV-160117-U;End-of-life vehicles: Ferrous metal;79;392.8;1.4;381.2;10.2
2017;EAV-160118-U;End-of-life vehicles: Non-ferrous metal;95;204.4;0.2;172.6;31.7
2017;EAV-160119-U;End-of-life vehicles: Plastic;80;15.7;0.3;13.9;1.6
2017;EAV-160120-U;End-of-life vehicles: Glass;44;74.6;;64.0;10.6
2017;EAV-16012100-G;Hazardous components (ex.160107-11,160113-14);13;0.7;0.0;0.7;0.0
2017;EAV-16012101-G;Hazardous metallic comp. (ex.160107-11,160113-14);3;0.8;0.2;0.6;
2017;EAV-16012200-U;Components undifferentiated;9;3.2;;1.4;1.7
2017;EAV-160199-U;End-of-life vehicles: Wastes n.o.s.;5;0.0;;0.0;
2017;EAV-160209-G;Transformers and capacitors containing PCBs;50;2.5;0.0;2.2;0.3
2017;EAV-160210-G;Discarded equip.cont. or contam.by PCBs(ex.160209);4;0.3;;0.3;
2017;EAV-160211-G;Discarded equip.cont. chlorofluorocarbons,HCFC,HFC;70;34.6;0.0;34.6;0.0
2017;EAV-160212-G;Discarded equipment containing free asbestos;32;11.0;0.0;11.0;0.1
2017;EAV-160213-G;Discarded equip.cont.hazardous comp.(ex.160209-12);190;168.8;0.6;143.1;25.2
2017;EAV-160214-U;Discarded equipment (except 160209-160213);254;321.0;81.1;218.7;21.2
2017;EAV-16021500-G;Hazardous components removed from discarded equip.;43;57.3;0.1;42.5;14.8
2017;EAV-16021600-U;Components removed fr. discarded equip.(ex.160215);140;160.0;0.3;110.5;49.2
2017;EAV-16021601-U;External electrical wiring (including cables);8;0.2;;0.2;
2017;EAV-160303-G;Off-specif. batches: Inorganic wastes;42;6.3;0.1;5.5;0.8
2017;EAV-160304-U;Inorganic wastes (except 160303);58;21.1;0.0;18.6;2.5
2017;EAV-160305-G;Off-specif. batches: Organic wastes;36;14.4;3.0;10.0;1.5
2017;EAV-160306-U;Organic wastes (except 160305);55;38.4;0.2;38.0;0.2
2017;EAV-160401-G;Waste ammunition;7;0.4;0.1;0.3;0.0
2017;EAV-160403-G;Other waste explosives;11;0.4;0.1;0.3;0.0
2017;EAV-160504-G;Gases in pressure containers (including halons);48;6.2;0.1;5.0;1.1
2017;EAV-160505-U;Gases in pressure containers (except 160504);8;3.1;;2.9;0.2
2017;EAV-160506-G;Laboratory chemicals consisting of hazardous subs.;40;6.9;1.4;3.4;2.1
2017;EAV-160507-G;Discarded inorganic chemicals cons. of haza. subs.;63;6.1;0.1;4.1;1.9
2017;EAV-160508-G;Discarded organic chemicals cons. of haza. subs.;52;5.5;0.8;4.5;0.2
2017;EAV-160509-U;Discarded chemicals (except 160506,160507,160508);34;5.0;0.2;2.6;2.2
2017;EAV-160601-G;Lead batteries;117;272.4;0.0;229.5;42.9
2017;EAV-160602-G;Ni-Cd batteries;21;1.6;0.0;0.9;0.7
2017;EAV-160603-G;Mercury-containing batteries;6;0.2;0.0;0.2;0.0
2017;EAV-160604-U;Alkaline batteries (except 160603);18;11.3;3.5;5.4;2.3
2017;EAV-160605-U;Other batteries and accumulators;42;9.1;;6.8;2.4
2017;EAV-160606-G;Separately coll. electrolyte from batteries,accum.;18;6.1;;6.1;
2017;EAV-160708-G;Tanks,barrels: Wastes containing oil;117;110.0;5.0;104.9;0.1
2017;EAV-160709-G;Tanks,barrels: Wastes cont. other hazardous subst.;61;31.4;9.6;21.7;0.2
2017;EAV-160799-U;Tanks,barrels: Wastes n.o.s.;14;5.7;3.6;2.1;
2017;EAV-160801-U;Spent catalysts containing gold etc. (ex. 160807);29;10.2;0.1;2.8;7.3
2017;EAV-160802-G;Spent catalysts cont. hazardous transition metals;36;20.5;0.4;8.6;11.6
2017;EAV-160803-U;Spent catalysts cont. transition metals;19;7.8;0.1;1.3;6.4
2017;EAV-160804-U;Spent fluid catalytic cracking cataly. (ex.160807);7;30.8;;6.1;24.8
2017;EAV-160805-G;Spent catalysts containing phosphoric acid;4;0.1;0.0;0.1;
2017;EAV-160806-G;Spent liquids used as catalysts;4;0.2;0.0;0.2;
2017;EAV-160807-G;Spent catalysts contaminated with haza. substances;58;9.1;1.0;5.4;2.7
2017;EAV-160901-G;Permanganates, for example potassium permanganate;4;0.0;;0.0;0.0
2017;EAV-160903-G;Peroxides, for example hydrogen peroxide;12;0.1;0.0;0.0;0.1
2017;EAV-160904-G;Oxidising substances, n.o.s.;7;0.1;;0.1;0.1
2017;EAV-161001-G;Aqueous liquid wastes cont. hazardous substances;78;131.7;1.5;124.3;5.9
2017;EAV-161002-U;Aqueous liquid wastes (except 161001);88;160.8;0.5;160.3;0.0
2017;EAV-161003-G;Aqueous concentrates cont. hazardous substances;20;7.9;;6.2;1.7
2017;EAV-161004-U;Aqueous concentrates (except 161003);11;3.2;0.4;2.8;
2017;EAV-161101-G;Carbon-based linings,refractories fr.metall. proc.;17;10.8;;10.8;
2017;EAV-161102-U;Carbon-based linings,refr.fr.met.proc. (ex.161101);22;4.7;;1.8;2.9
2017;EAV-161103-G;Other linings,refractories from metall. processes;35;23.9;;23.8;0.1
2017;EAV-161104-U;Other linings,refrac. fr. metall.proc. (ex.161103);141;480.8;108.9;358.5;13.4
2017;EAV-161105-G;Linings, refractories from non-metall. processes;48;16.5;1.4;14.6;0.5
2017;EAV-161106-U;Linings,refrac. fr.non-metall.processes(ex.161105);101;35.5;7.4;26.4;1.7
2017;EAV-170101-U;Concrete;2457;24562.8;70.5;24461.3;30.9
2017;EAV-170102-U;Bricks;1243;4941.7;15.4;4901.7;24.6
2017;EAV-170103-U;Tiles and ceramics;552;1069.7;10.7;1059.0;0.0
2017;EAV-170106-G;Mixtures of,or separate fractions of concrete etc.;201;705.7;13.7;666.0;26.0
2017;EAV-170107-U;Mixtures of concrete,bricks,tiles etc. (ex.170106);2521;27340.4;241.5;27098.9;0.1
2017;EAV-170201-U;Wood;697;3048.5;21.0;2999.3;28.2
2017;EAV-170202-U;Glass;265;286.3;0.6;257.4;28.3
2017;EAV-170203-U;Plastic;256;123.8;1.2;109.1;13.5
2017;EAV-170204-G;Glass, plastic, wood cont. hazardous substances;338;852.5;6.0;718.2;128.3
2017;EAV-170301-G;Bituminous mixtures containing coal tar;329;3276.0;2.6;3236.7;36.6
2017;EAV-170302-U;Bituminous mixtures (except 170301);1731;16311.5;28.3;16277.4;5.8
2017;EAV-170303-G;Coal tar and tarred products;142;185.0;2.0;182.9;0.1
2017;EAV-170401-U;Copper, bronze, brass;162;124.8;2.2;92.8;29.8
2017;EAV-170402-U;Aluminium;214;213.9;1.1;189.4;23.4
2017;EAV-170403-U;Lead;107;23.8;0.1;17.9;5.9
2017;EAV-170404-U;Zinc;110;26.7;0.6;18.5;7.7
2017;EAV-170405-U;Iron and steel;495;6592.0;14.8;6380.2;197.0
2017;EAV-170406-U;Tin;37;0.3;0.0;0.3;0.0
2017;EAV-170407-U;Mixed metals;251;196.3;0.8;183.2;12.3
2017;EAV-170409-G;Metal waste contaminated with hazardous substances;39;3.7;0.1;3.6;0.0
2017;EAV-170410-G;Cables cont. oil, coal tar and other haza. subs.;36;6.7;0.0;4.5;2.2
2017;EAV-170411-U;Cables (except 170410);192;177.3;2.1;130.8;44.3
2017;EAV-170503-G;Soil and stones containing hazardous substances;292;2228.5;127.1;1859.7;241.7
2017;EAV-170504-U;Soil and stones (except 170503);3931;118902.8;3164.9;114826.7;911.2
2017;EAV-170505-G;Dredging spoil containing hazardous substances;30;37.3;2.0;35.3;
2017;EAV-170506-U;Dredging spoil (except 170505);126;1493.2;568.7;924.5;
2017;EAV-170507-G;Track ballast containing hazardous substances;52;308.2;14.8;221.1;72.3
2017;EAV-170508-U;Track ballast (except 170507);201;2525.0;20.3;2504.0;0.7
2017;EAV-170601-G;Insulation materials containing asbestos;48;19.1;0.2;8.8;10.1
2017;EAV-170603-G;Other insulation materials;290;190.9;1.6;167.4;21.9
2017;EAV-170604-U;Insulation materials (except 170601, 170603);273;57.0;23.3;33.7;0.0
2017;EAV-170605-G;Construction materials containing asbestos;301;580.9;0.5;484.3;96.1
2017;EAV-170801-G;Gypsum-based construction materials contaminated;6;1.3;;1.3;
2017;EAV-170802-U;Gypsum-based construction materials (ex. 170801);415;664.0;36.6;597.4;30.1
2017;EAV-170901-G;Construction and demolition wastes cont. mercury;7;29.8;;28.7;1.1
2017;EAV-170902-G;Construction and demolition wastes containing PCB;22;5.8;0.0;5.6;0.2
2017;EAV-170903-G;Other construction and demolition wastes;83;43.4;0.0;42.1;1.3
2017;EAV-170904-U;Mixed construction,demolition wastes(ex.170901-03);894;3870.5;48.8;3816.5;5.1
2017;EAV-180101-U;Sharps (except 180103);23;0.8;;0.8;
2017;EAV-180102-U;Body parts, organs incl. blood bags (ex.180103);17;3.1;0.3;2.9;
2017;EAV-180103-G;Wastes (special requirements to prevent infection);23;10.5;0.0;9.5;1.0
2017;EAV-180104-U;Dressings,plaster casts,linen,disp.cloth.,diapers;115;349.6;0.0;349.1;0.4
2017;EAV-180106-G;Chemicals consisting of or cont. hazardous subst.;12;0.3;0.1;0.1;0.0
2017;EAV-180107-U;Chemicals (except 180106);13;9.2;0.0;9.2;
2017;EAV-180108-G;Cytotoxic and cytostatic medicines;25;2.5;;2.2;0.3
2017;EAV-180109-U;Medicines (except 180108);62;8.2;0.3;7.6;0.3
2017;EAV-180110-G;Amalgam waste from dental care;6;0.1;;0.0;0.0
2017;EAV-180202-G;Wastes (special requirements to prevent infection);16;0.5;0.0;0.5;
2017;EAV-180203-U;Wastes(no special requirements to prevent infect.);23;2.0;0.1;1.9;
2017;EAV-180205-G;Chemicals consisting of or cont. hazardous subst.;4;0.0;0.0;0.0;
2017;EAV-190102-U;Incineration,pyrolysis: Ferrous mat. fr.bottom ash;29;78.4;;78.4;0.0
2017;EAV-190105-G;Incineration,pyrolysis: Filter cake fr.gas treat.;28;104.0;25.6;29.6;48.8
2017;EAV-190106-G;Incineration,pyrolysis: Aqueous liquid wastes;30;77.4;11.8;65.6;
2017;EAV-190107-G;Incineration,pyrolysis: Solid wastes fr.gas treat.;43;802.5;0.0;677.9;124.6
2017;EAV-190110-G;Incineration,pyrolysis: Spent activated carbon;17;7.1;0.1;6.8;0.2
2017;EAV-190111-G;Incineration,pyrolysis: Bottom ash and slag;74;664.4;128.3;536.0;0.1
2017;EAV-190112-U;Bottom ash and slag (except 190111);202;7948.4;449.1;7444.0;55.3
2017;EAV-190113-G;Incineration,pyrolysis: Fly ash cont. haza. subst.;40;714.5;1.4;566.2;146.8
2017;EAV-190114-U;Fly ash (except 190113);20;79.6;;38.7;40.9
2017;EAV-190115-G;Incineration,pyrolysis: Boiler dust cont.haza.sub.;22;72.1;;61.5;10.6
